# PixType format: 
# Par.  1: pixel type (here always 1) 
#       2: PMT type (must be 0) 
#       3: cathode shape type 
#       4: visible cathode diameter [cm] 
#       5: funnel shape type (see above) 
Pixel     0 1   -14.4338    -5.0000   0 0  3 0x010 1
Pixel     1 1   -10.1036    -2.5000   0 0  1 0x010 1
Pixel     2 1   -14.4338     0.0000   0 0  2 0x010 1
Pixel     3 1   -10.1036     2.5000   0 0  0 0x010 1
Pixel     4 1   -10.1036   -12.5000   0 0  7 0x010 1
Pixel     5 1    -5.7735   -10.0000   0 0  5 0x010 1
Pixel     6 1   -10.1036    -7.5000   0 0  6 0x010 1
Pixel     7 1    -5.7735    -5.0000   0 0  4 0x010 1
Pixel     8 1   -10.1036     7.5000   0 0 11 0x010 1
Pixel     9 1    -1.4434    -2.5000   0 0  9 0x010 1
Pixel    10 1    -5.7735     5.0000   0 0 10 0x010 1
Pixel    11 1    -5.7735     0.0000   0 0  8 0x010 1
Pixel    12 1   -23.0940   -20.0000   1 0  3 0x011 1
Pixel    13 1   -18.7639   -17.5000   1 0  1 0x011 1
Pixel    14 1   -23.0940   -15.0000   1 0  2 0x011 1
Pixel    15 1   -18.7639   -12.5000   1 0  0 0x011 1
Pixel    16 1   -18.7639   -27.5000   1 0  7 0x011 1
Pixel    17 1   -14.4338   -25.0000   1 0  5 0x011 1
Pixel    18 1   -18.7639   -22.5000   1 0  6 0x011 1
Pixel    19 1   -14.4338   -20.0000   1 0  4 0x011 1
Pixel    20 1   -18.7639    -7.5000   1 0 11 0x011 1
Pixel    21 1   -10.1036   -17.5000   1 0  9 0x011 1
Pixel    22 1   -14.4338   -10.0000   1 0 10 0x011 1
Pixel    23 1   -14.4338   -15.0000   1 0  8 0x011 1
Pixel    24 1   -23.0940    10.0000   2 0  3 0x012 1
Pixel    25 1   -18.7639    12.5000   2 0  1 0x012 1
Pixel    26 1   -23.0940    15.0000   2 0  2 0x012 1
Pixel    27 1   -18.7639    17.5000   2 0  0 0x012 1
Pixel    28 1   -18.7639     2.5000   2 0  7 0x012 1
Pixel    29 1   -14.4338     5.0000   2 0  5 0x012 1
Pixel    30 1   -18.7639     7.5000   2 0  6 0x012 1
Pixel    31 1   -14.4338    10.0000   2 0  4 0x012 1
Pixel    32 1   -18.7639    22.5000   2 0 11 0x012 1
Pixel    33 1   -10.1036    12.5000   2 0  9 0x012 1
Pixel    34 1   -14.4338    20.0000   2 0 10 0x012 1
Pixel    35 1   -14.4338    15.0000   2 0  8 0x012 1
Pixel    36 1   -31.7543    -5.0000   3 0  3 0x013 1
Pixel    37 1   -27.4241    -2.5000   3 0  1 0x013 1
Pixel    38 1   -31.7543     0.0000   3 0  2 0x013 1
Pixel    39 1   -27.4241     2.5000   3 0  0 0x013 1
Pixel    40 1   -27.4241   -12.5000   3 0  7 0x013 1
Pixel    41 1   -23.0940   -10.0000   3 0  5 0x013 1
Pixel    42 1   -27.4241    -7.5000   3 0  6 0x013 1
Pixel    43 1   -23.0940    -5.0000   3 0  4 0x013 1
Pixel    44 1   -27.4241     7.5000   3 0 11 0x013 1
Pixel    45 1   -18.7639    -2.5000   3 0  9 0x013 1
Pixel    46 1   -23.0940     5.0000   3 0 10 0x013 1
Pixel    47 1   -23.0940     0.0000   3 0  8 0x013 1
Pixel    48 1   -31.7543    25.0000   4 0  3 0x014 1
Pixel    49 1   -27.4241    27.5000   4 0  1 0x014 1
Pixel    50 1   -31.7543    30.0000   4 0  2 0x014 1
Pixel    51 1   -27.4241    32.5000   4 0  0 0x014 1
Pixel    52 1   -27.4241    17.5000   4 0  7 0x014 1
Pixel    53 1   -23.0940    20.0000   4 0  5 0x014 1
Pixel    54 1   -27.4241    22.5000   4 0  6 0x014 1
Pixel    55 1   -23.0940    25.0000   4 0  4 0x014 1
Pixel    56 1   -27.4241    37.5000   4 0 11 0x014 1
Pixel    57 1   -18.7639    27.5000   4 0  9 0x014 1
Pixel    58 1   -23.0940    35.0000   4 0 10 0x014 1
Pixel    59 1   -23.0940    30.0000   4 0  8 0x014 1
Pixel    60 1   -40.4145    10.0000   5 0  3 0x015 1
Pixel    61 1   -36.0844    12.5000   5 0  1 0x015 1
Pixel    62 1   -40.4145    15.0000   5 0  2 0x015 1
Pixel    63 1   -36.0844    17.5000   5 0  0 0x015 1
Pixel    64 1   -36.0844     2.5000   5 0  7 0x015 1
Pixel    65 1   -31.7543     5.0000   5 0  5 0x015 1
Pixel    66 1   -36.0844     7.5000   5 0  6 0x015 1
Pixel    67 1   -31.7543    10.0000   5 0  4 0x015 1
Pixel    68 1   -36.0844    22.5000   5 0 11 0x015 1
Pixel    69 1   -27.4241    12.5000   5 0  9 0x015 1
Pixel    70 1   -31.7543    20.0000   5 0 10 0x015 1
Pixel    71 1   -31.7543    15.0000   5 0  8 0x015 1
Pixel    72 1   -40.4145    40.0000   6 0  3 0x016 1
Pixel    73 1   -36.0844    42.5000   6 0  1 0x016 1
Pixel    74 1   -40.4145    45.0000   6 0  2 0x016 1
Pixel    75 1   -36.0844    47.5000   6 0  0 0x016 1
Pixel    76 1   -36.0844    32.5000   6 0  7 0x016 1
Pixel    77 1   -31.7543    35.0000   6 0  5 0x016 1
Pixel    78 1   -36.0844    37.5000   6 0  6 0x016 1
Pixel    79 1   -31.7543    40.0000   6 0  4 0x016 1
Pixel    80 1   -36.0844    52.5000   6 0 11 0x016 1
Pixel    81 1   -27.4241    42.5000   6 0  9 0x016 1
Pixel    82 1   -31.7543    50.0000   6 0 10 0x016 1
Pixel    83 1   -31.7543    45.0000   6 0  8 0x016 1
Pixel    84 1   -49.0748    25.0000   7 0  3 0x017 1
Pixel    85 1   -44.7446    27.5000   7 0  1 0x017 1
Pixel    86 1   -49.0748    30.0000   7 0  2 0x017 1
Pixel    87 1   -44.7446    32.5000   7 0  0 0x017 1
Pixel    88 1   -44.7446    17.5000   7 0  7 0x017 1
Pixel    89 1   -40.4145    20.0000   7 0  5 0x017 1
Pixel    90 1   -44.7446    22.5000   7 0  6 0x017 1
Pixel    91 1   -40.4145    25.0000   7 0  4 0x017 1
Pixel    92 1   -44.7446    37.5000   7 0 11 0x017 1
Pixel    93 1   -36.0844    27.5000   7 0  9 0x017 1
Pixel    94 1   -40.4145    35.0000   7 0 10 0x017 1
Pixel    95 1   -40.4145    30.0000   7 0  8 0x017 1
Pixel    96 1   -49.0748    55.0000   8 0  3 0x018 1
Pixel    97 1   -44.7446    57.5000   8 0  1 0x018 1
