# lambda  mirror_reflectivity
200	0.755056
285	0.790921
290	0.792809
300	0.797528
310	0.806966
320	0.814517
330	0.81546
340	0.821123
350	0.830562
400	0.84
430	0.84
450	0.84
475	0.84
490	0.84
510	0.84
530	0.84
550	0.84
590	0.84
610	0.84
640	0.849438
800	0.849438
